,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,T1,T1,Chris Couch,2,9.8
1,T1,T1,Matt Hendrix,1,9.8
2,T3,T3,Ángel Cabrera,5,9.7
3,T3,T3,John Daly,8,9.7
4,T3,T3,"Jim Gallagher, Jr.",2,9.7
5,T3,T3,Scott Hend,4,9.7
6,T3,T3,Vijay Singh,11,9.7
7,8,8,Hank Kuehne,8,9.6
8,T9,T9,Chris Smith,8,9.5
9,T9,T9,Camilo Villegas,5,9.5
10,11,11,Lucas Glover,9,9.4
11,T12,T12,Ernie Els,9,9.3
12,T12,T12,Tag Ridings,6,9.3
13,T12,T12,Brent Schwarzrock,1,9.3
14,T15,T15,Steve Allan,10,9.2
15,T15,T15,Ricardo Gonzalez,1,9.2
16,T15,T15,Bill Haas,7,9.2
17,T15,T15,Brenden Pappas,9,9.2
18,T19,T19,Ricky Barnes,3,9.0
19,T19,T19,Fred Couples,7,9.0
20,T19,T19,Kenny Perry,10,9.0
21,T22,T22,Harrison Frazar,10,8.9
22,T22,T22,Geoff Ogilvy,10,8.9
23,T22,T22,Charles Warren,1,8.9
24,T25,T25,Jonathan Byrd,10,8.8
25,T25,T25,Mike Heinen,8,8.8
26,T25,T25,J.J. Henry,10,8.8
27,T25,T25,Chris Stroud,1,8.8
28,T25,T25,Tiger Woods,9,8.8
29,T30,T31,Craig Barlow,7,8.7
30,T30,T31,Robin Freeman,1,8.7
31,T30,T31,Steve Friesen,1,8.7
32,T30,T31,Retief Goosen,8,8.7
33,T30,T31,Charley Hoffman,1,8.7
34,T30,T25,Davis Love III,7,8.7
35,T36,T36,Sergio Garcia,10,8.6
36,T36,T36,James McLean,1,8.6
37,T36,T36,Dennis Paulson,9,8.6
38,T36,T36,Mike Standly,3,8.6
39,T40,T40,Edward Loar,1,8.5
40,T40,T40,Phil Mickelson,8,8.5
41,T40,T40,Brett Quigley,6,8.5
42,T40,T40,"Wes Short, Jr.",4,8.5
43,T44,T44,Adam Scott,8,8.4
44,T44,T44,Andre Stolz,5,8.4
45,T46,T46,Neal Lancaster,8,8.3
46,T46,T46,Dan Olsen,4,8.3
47,T46,T46,Phil Tataurangi,1,8.3
48,T49,T49,Stuart Appleby,8,8.2
49,T49,T49,Tim Herron,9,8.2
50,T49,T49,Rod Pampling,9,8.2
51,T49,T49,Kevin Stadler,3,8.2
52,T53,T53,Woody Austin,8,8.1
53,T53,T53,Tom Carter,8,8.1
54,T53,T53,Paul Casey,5,8.1
55,T53,T53,Marco Dawson,5,8.1
56,T53,T53,Kevin Durkin,2,8.1
57,T53,T53,Hunter Mahan,9,8.1
58,T53,T53,Rory Sabbatini,9,8.1
59,T53,T53,Roger Tambellini,6,8.1
60,T61,T61,Rich Beem,7,8.0
61,T61,T61,Daniel Chopra,10,8.0
62,T61,T61,Ryan Palmer,10,8.0
63,T64,T64,Adam Meyer,1,7.9
64,T64,T64,Yusaku Miyazato,1,7.9
65,T64,T64,Dan Pohl,1,7.9
66,T64,T64,John Senden,9,7.9
