,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Robin Freeman,1,9.3
1,2,2,David Howell,1,9.0
2,2,2,Boyd Summerhays,1,9.0
3,4,4,Vijay Singh,23,8.7
4,4,4,Tiger Woods,14,8.7
5,6,6,Ángel Cabrera,4,8.6
6,6,6,Ernie Els,10,8.6
7,6,6,Retief Goosen,9,8.6
8,6,6,David Toms,12,8.6
9,6,6,Duffy Waldorf,13,8.6
10,6,6,Casey Wittenberg,2,8.6
11,12,12,Ricky Barnes,2,8.5
12,12,12,Stewart Cink,19,8.5
13,12,12,Darren Clarke,7,8.5
14,12,12,Scott Hoch,9,8.5
15,12,12,James McLean,1,8.5
16,17,17,Stephen Ames,19,8.4
17,17,17,Stuart Appleby,13,8.4
18,17,17,Paul Casey,4,8.4
19,17,17,Jim Furyk,7,8.4
20,17,17,Jay Haas,15,8.4
21,17,17,Wayne Levi,1,8.4
22,17,17,Davis Love III,14,8.4
23,17,17,Phil Mickelson,14,8.4
24,17,17,Geoff Ogilvy,17,8.4
25,17,17,Carl Paulson,2,8.4
26,17,17,Rory Sabbatini,17,8.4
27,17,17,Adam Scott,9,8.4
28,17,17,Bo Van Pelt,19,8.4
29,17,17,Scott Verplank,18,8.4
30,31,31,Doug Barron,1,8.3
31,31,31,Luke Donald,14,8.3
32,31,31,Padraig Harrington,7,8.3
33,31,31,Dudley Hart,7,8.3
34,31,31,Mark Hensby,17,8.3
35,31,31,Jerry Kelly,23,8.3
36,31,31,Ryan Moore,1,8.3
37,31,31,Justin Rose,15,8.3
38,31,31,Kirk Triplett,16,8.3
39,40,40,Aaron Barber,6,8.2
40,40,40,Bart Bryant,12,8.2
41,40,40,Jonathan Byrd,15,8.2
42,40,40,Tom Byrum,16,8.2
43,40,40,Alex Cejka,11,8.2
44,40,40,Tim Clark,15,8.2
45,40,40,Chris DiMarco,19,8.2
46,40,40,Joe Durant,16,8.2
47,40,40,Sergio Garcia,13,8.2
48,40,40,Brian Gay,16,8.2
49,40,40,Bill Glasson,7,8.2
50,40,40,Charley Hoffman,1,8.2
51,40,40,Zach Johnson,22,8.2
52,40,40,Hank Kuehne,15,8.2
53,40,40,Jeff Maggert,9,8.2
54,40,40,John Maginnes,2,8.2
55,40,40,Shigeki Maruyama,19,8.2
56,40,40,Joe Ogilvie,18,8.2
57,40,40,Tom Pernice Jr.,19,8.2
58,40,40,Carl Pettersson,19,8.2
59,40,40,Mike Small,1,8.2
60,40,40,Tim Thelen,1,8.2
61,40,40,Lee Westwood,5,8.2
62,63,63,Steve Allan,16,8.1
63,63,63,Robert Allenby,18,8.1
64,63,63,Rich Barcelo,8,8.1
65,63,63,Craig Barlow,14,8.1
66,63,63,Thomas Bjørn,6,8.1
67,63,63,K.J. Choi,14,8.1
68,63,63,John Daly,17,8.1
69,63,63,Marco Dawson,3,8.1
70,63,63,David Duval,3,8.1
71,63,63,Brad Faxon,15,8.1
72,63,63,Harrison Frazar,16,8.1
73,63,63,Fred Funk,18,8.1
74,63,63,Brent Geiberger,17,8.1
75,63,63,Matt Gogel,15,8.1
76,63,63,Tim Herron,14,8.1
77,63,63,Lee Janzen,16,8.1
78,63,63,Brandt Jobe,5,8.1
79,63,63,Tom Lehman,15,8.1
80,63,63,Brock Mackenzie,1,8.1
81,63,63,John Morgan,4,8.1
82,63,63,Ryan Palmer,17,8.1
83,63,63,Jesper Parnevik,18,8.1
84,63,63,Dennis Paulson,15,8.1
85,63,63,Kenny Perry,15,8.1
86,63,63,Ted Purdy,22,8.1
87,63,63,Tag Ridings,8,8.1
88,63,63,Chris Riley,12,8.1
89,63,63,"Wes Short, Jr.",4,8.1
90,63,63,Heath Slocum,14,8.1
91,63,63,Jeff Sluman,19,8.1
92,63,63,Paul Stankowski,7,8.1
93,63,63,Mike Weir,13,8.1
94,95,95,Michael Allen,15,8.0
95,95,95,Woody Austin,17,8.0
96,95,95,Briny Baird,19,8.0
97,95,95,Brian Bateman,17,8.0
98,95,95,Cameron Beckman,19,8.0
99,95,95,Jason Bohn,19,8.0
100,95,95,Craig Bowden,12,8.0
101,95,95,Danny Briggs,14,8.0
102,95,95,Olin Browne,14,8.0
103,95,95,José Coceres,13,8.0
104,95,95,Fred Couples,10,8.0
105,95,95,Ben Crane,18,8.0
106,95,95,Bob Estes,11,8.0
107,95,95,Steve Flesch,19,8.0
108,95,95,Carlos Franco,22,8.0
109,95,95,Steve Friesen,1,8.0
110,95,95,Lucas Glover,16,8.0
111,95,95,Bill Haas,7,8.0
112,95,95,Todd Hamilton,15,8.0
113,95,95,Jason Hartwick,1,8.0
114,95,95,John Huston,9,8.0
115,95,95,Kent Jones,17,8.0
116,95,95,Pete Jordan,1,8.0
117,95,95,Bernhard Langer,11,8.0
118,95,95,Justin Leonard,16,8.0
119,95,95,Thomas Levet,2,8.0
120,95,95,Frank Lickliter II,17,8.0
