,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Adam Meyer,1,8.5
1,T2,T2,Hiroyuki Fujita,1,8.4
2,T2,T2,Wayne Levi,1,8.4
3,T2,T2,Ryan Moore,1,8.4
4,T2,T2,John Morse,1,8.4
5,6,6,David Toms,12,8.3
6,7,7,Boyd Summerhays,1,8.2
7,T8,T8,Jim Furyk,7,8.1
8,T8,T8,Brian Harman,1,8.1
9,T10,T10,Joe Durant,16,8.0
10,T10,T10,Robin Freeman,1,8.0
11,T10,T10,Mark Wiebe,2,8.0
12,T13,T13,David Edwards,9,7.9
13,T13,T13,Carl Paulson,2,7.9
14,T15,T15,Olin Browne,14,7.8
15,T15,T15,Joel Edwards,5,7.8
16,T15,T15,Fred Funk,18,7.8
17,T18,T18,Robert Allenby,18,7.7
18,T18,T18,Craig Bowden,12,7.7
19,T18,T18,Tim Clark,15,7.7
20,T18,T18,Nick Flanagan,1,7.7
21,T18,T18,Scott Hoch,9,7.7
22,T18,T18,Casey Martin,1,7.7
23,T18,T18,Heath Slocum,14,7.7
24,T18,T18,Scott Verplank,18,7.7
25,T18,T18,Duffy Waldorf,13,7.7
26,T27,T27,Richard Green,1,7.6
27,T27,T27,John Huston,9,7.6
28,T27,T27,Tom Lehman,15,7.6
29,T27,T27,Justin Rose,15,7.6
30,T31,T31,Stephen Ames,19,7.5
31,T31,T31,Aaron Barber,6,7.5
32,T31,T31,Jim Benepe,2,7.5
33,T31,T31,K.J. Choi,14,7.5
34,T31,T31,Luke Donald,14,7.5
35,T31,T31,Dudley Hart,7,7.5
36,T31,T31,Zach Johnson,22,7.5
37,T31,T31,Justin Leonard,16,7.5
38,T39,T39,Danny Briggs,14,7.4
39,T39,T39,Bart Bryant,12,7.4
40,T39,T39,John Cook,8,7.4
41,T39,T39,Sergio Garcia,13,7.4
42,T39,T39,Lee Janzen,16,7.4
43,T39,T39,Miguel Angel Jiménez,3,7.4
44,T39,T39,Kenny Perry,15,7.4
45,T39,T39,Phillip Price,4,7.4
46,T39,T39,Joey Sindelar,18,7.4
47,T39,T39,Vijay Singh,23,7.4
48,T39,T39,Stan Utley,3,7.4
49,T50,T50,Briny Baird,19,7.3
50,T50,T50,Thomas Bjørn,6,7.3
51,T50,T50,Tom Byrum,16,7.3
52,T50,T50,Chad Campbell,19,7.3
53,T50,T50,Robert Gamez,19,7.3
54,T50,T50,Jay Haas,15,7.3
55,T50,T50,Donnie Hammond,4,7.3
56,T50,T50,Padraig Harrington,7,7.3
57,T50,T50,Jerry Kelly,23,7.3
58,T50,T50,Billy Mayfair,20,7.3
59,T50,T50,Ted Purdy,22,7.3
60,T50,T50,Jeff Sluman,19,7.3
61,T50,T50,Brandt Snedeker,3,7.3
62,T50,T50,Hidemichi Tanaka,16,7.3
63,T50,T50,Mike Weir,13,7.3
64,T50,T50,Garrett Willis,7,7.3
65,T66,T66,Russ Cochran,8,7.2
66,T66,T66,Bob Estes,11,7.2
67,T66,T66,Brian Gay,16,7.2
68,T66,T66,Bill Glasson,7,7.2
69,T66,T66,Mark Hensby,17,7.2
70,T66,T66,David Howell,1,7.2
71,T66,T66,Bernhard Langer,11,7.2
72,T66,T66,Franklin Langham,1,7.2
73,T66,T66,Jeff Maggert,9,7.2
74,T66,T66,Blaine McCallister,6,7.2
75,T66,T66,Kelly Mitchum,2,7.2
76,T66,T66,Geoff Ogilvy,17,7.2
77,T66,T66,John Riegger,10,7.2
78,T66,T66,Mike Sullivan,1,7.2
79,T66,T66,Vaughn Taylor,15,7.2
80,T66,T66,Jay Williamson,16,7.2
