,Last_5_Events_-_Accuracy_RANK THIS WEEK,Last_5_Events_-_Accuracy_RANK LAST WEEK,Last_5_Events_-_Accuracy_PLAYER NAME,Last_5_Events_-_Accuracy_EVENTS,Last_5_Events_-_Accuracy_RATING
0,1,1,Donnie Hammond,1,9.4
1,T2,T12,Jim Furyk,1,9.0
2,T2,2,Heath Slocum,1,9.0
3,4,3,Kevin Na,1,8.7
4,T5,T4,Adam Meyer,1,8.5
5,T5,T4,Scott Simpson,1,8.5
6,T7,T6,Bob Estes,4,8.4
7,T7,T6,Hiroyuki Fujita,1,8.4
8,T7,T6,Wayne Levi,1,8.4
9,T7,T6,Ryan Moore,1,8.4
10,T7,T6,John Morse,1,8.4
11,12,11,Joel Edwards,1,8.2
12,T13,T12,Danny Briggs,2,8.1
13,T13,T12,Brian Harman,1,8.1
14,T13,T12,Justin Rose,4,8.1
15,T16,T16,Tim Clark,4,8.0
16,T16,T16,Jason Dufner,1,8.0
17,T16,T16,Sergio Garcia,3,8.0
18,T16,T16,Justin Leonard,4,8.0
19,T16,T16,David Morland IV,1,8.0
20,T16,T16,Pat Perez,4,8.0
21,T16,T16,Loren Roberts,4,8.0
22,T16,T16,Mark Wiebe,2,8.0
23,T24,T24,Luke Donald,2,7.9
24,T24,T24,Jay Haas,2,7.9
25,T24,T24,Scott Hoch,2,7.9
26,T24,T24,Lee Janzen,3,7.9
27,T24,T24,Roland Thatcher,2,7.9
28,T24,T24,Stan Utley,2,7.9
29,T24,T24,Scott Verplank,4,7.9
30,T31,T31,Rich Barcelo,1,7.8
31,T31,T69,Chad Campbell,1,7.8
32,T31,T31,Zach Johnson,3,7.8
33,T31,T31,Cliff Kresge,1,7.8
34,T31,T31,Joe Ogilvie,2,7.8
35,T31,T31,David Toms,5,7.8
36,T31,T31,Mike Weir,4,7.8
37,T38,T37,Olin Browne,1,7.7
38,T38,T37,Tom Byrum,4,7.7
39,T38,T37,Alex Cejka,3,7.7
40,T38,T37,Joe Durant,3,7.7
41,T38,T37,David Edwards,2,7.7
42,T38,T37,Nick Flanagan,1,7.7
43,T38,T37,Robert Gamez,2,7.7
44,T38,T37,Tom Lehman,5,7.7
45,T38,T37,Steve Lowery,1,7.7
46,T38,T37,Casey Martin,1,7.7
47,T38,T37,Paul Stankowski,1,7.7
48,T38,T37,Kirk Triplett,4,7.7
49,T50,T49,Todd Fischer,2,7.6
50,T50,T49,Richard Green,1,7.6
51,T50,T49,John Huston,2,7.6
52,T50,T49,Dicky Pride,2,7.6
53,T50,T49,Hal Sutton,1,7.6
54,T50,T49,Omar Uresti,3,7.6
55,T50,T49,Camilo Villegas,2,7.6
56,T50,T49,Mark Wilson,3,7.6
57,T58,T57,Robert Allenby,5,7.5
58,T58,T57,Briny Baird,4,7.5
59,T58,T57,Aaron Barber,2,7.5
60,T58,T57,Jim Benepe,2,7.5
61,T58,T57,Robert Damron,3,7.5
62,T58,T57,Bill Haas,3,7.5
63,T58,T57,Mark Hensby,3,7.5
64,T58,T57,Miguel Angel Jiménez,2,7.5
65,T58,T57,Jerry Kelly,4,7.5
66,T58,T57,Spike McRoy,3,7.5
67,T58,T57,Duffy Waldorf,2,7.5
68,T69,T69,Thomas Bjørn,2,7.4
69,T69,T69,John Cook,2,7.4
70,T69,T69,Bill Glasson,1,7.4
71,T69,T69,Blaine McCallister,1,7.4
72,T69,T57,Vijay Singh,4,7.4
73,T69,T69,Chris Smith,3,7.4
74,T75,T75,Steve Allan,4,7.3
75,T75,T75,J.J. Henry,2,7.3
76,T75,T75,Kenny Perry,3,7.3
77,T75,T75,Chris Riley,1,7.3
78,T75,T75,Joey Sindelar,3,7.3
79,T75,T75,Hidemichi Tanaka,2,7.3
80,T75,T75,Tjaart van der Walt,1,7.3
81,T82,T82,Billy Andrade,4,7.2
82,T82,T82,Ángel Cabrera,2,7.2
83,T82,T82,Niclas Fasth,1,7.2
84,T82,T82,Matt Gogel,4,7.2
85,T82,T82,David Howell,1,7.2
86,T82,T82,Franklin Langham,1,7.2
87,T82,T82,Shigeki Maruyama,5,7.2
88,T82,T82,Billy Mayfair,3,7.2
89,T82,T82,Kelly Mitchum,2,7.2
90,T82,T82,Kevin Muncrief,1,7.2
91,T82,T82,Brandt Snedeker,2,7.2
92,T82,T82,Mike Sullivan,1,7.2
93,T82,T82,Vaughn Taylor,3,7.2
94,T82,T82,Casey Wittenberg,1,7.2
95,T96,T96,Stephen Ames,4,7.1
96,T96,T96,Tommy Armour III,3,7.1
97,T96,T96,Notah Begay III,1,7.1
98,T96,T96,Bart Bryant,2,7.1
99,T96,T96,Ben Curtis,2,7.1
100,T96,T96,Glen Day,2,7.1
