,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,T1,T1,Jim Rutledge,1,9.0
1,T1,T1,"Dave Stockton, Jr.",1,9.0
2,T3,T3,Charley Hoffman,1,8.9
3,T3,T3,Brett Rumford,1,8.9
4,5,5,Robin Freeman,1,8.8
5,6,6,Mike Springer,5,8.7
6,T7,T7,Dirk Ayers,1,8.6
7,T7,T7,Brad Faxon,8,8.6
8,T7,T7,Pete Jordan,1,8.6
9,T7,T7,Hank Kuehne,8,8.6
10,T11,T11,Carl Pettersson,11,8.5
11,T11,T11,Craig Stadler,6,8.5
12,T11,T11,Steve Stricker,8,8.5
13,T11,T11,Boyd Summerhays,1,8.5
14,T11,T11,Willie Wood,7,8.5
15,T11,T11,Tiger Woods,9,8.5
16,T17,T17,Ricky Barnes,3,8.4
17,T17,T17,Doug Barron,1,8.4
18,T17,T39,Stewart Cink,8,8.4
19,T17,T17,Todd Fischer,10,8.4
20,T17,T17,Steve Friesen,1,8.4
21,T17,T17,Gabriel Hjertstedt,2,8.4
22,T17,T17,Wayne Levi,1,8.4
23,T17,T17,Jim McGovern,5,8.4
24,T17,T17,Larry Mize,6,8.4
25,T17,T17,Jyoti Randhawa,1,8.4
26,T17,T17,Tim Wilkinson,2,8.4
27,T28,T27,Greg Chalmers,8,8.3
28,T28,T27,Darren Clarke,6,8.3
29,T28,T27,Glen Day,7,8.3
30,T28,T27,Brian Gay,8,8.3
31,T28,T27,Mark Hensby,9,8.3
32,T28,T27,David Howell,1,8.3
33,T28,T27,Thomas Levet,2,8.3
34,T28,T27,Patrick Sheehan,10,8.3
35,T28,T27,Tim Thelen,1,8.3
36,T28,T27,Tommy Tolles,5,8.3
37,T28,T27,Bo Van Pelt,7,8.3
38,T28,T27,Lee Westwood,6,8.3
39,T40,T39,Aaron Barber,6,8.2
40,T40,T39,Rich Barcelo,5,8.2
41,T40,T39,Jonathan Byrd,10,8.2
42,T40,T39,Jim Carter,4,8.2
43,T40,T39,Paul Casey,5,8.2
44,T40,T39,Jay Delsing,5,8.2
45,T40,T39,Kevin Durkin,2,8.2
46,T40,T39,Danny Ellis,6,8.2
47,T40,T39,Padraig Harrington,7,8.2
48,T40,T39,Davis Love III,7,8.2
49,T40,T39,Shigeki Maruyama,10,8.2
50,T40,T39,Chris Nallen,1,8.2
51,T40,T39,Joe Ogilvie,6,8.2
52,T40,T39,Geoff Ogilvy,10,8.2
53,T40,T39,Brenden Pappas,9,8.2
54,T40,T39,Nick Price,8,8.2
55,T40,T39,Tag Ridings,6,8.2
56,T40,T39,Loren Roberts,10,8.2
57,T40,T39,Rory Sabbatini,9,8.2
58,T40,T39,Brent Schwarzrock,1,8.2
59,T40,T39,Adam Scott,8,8.2
60,T40,T39,Mike Small,2,8.2
61,T40,T39,Dean Wilson,8,8.2
62,T63,T63,Stephen Ames,7,8.1
63,T63,T63,Michael Bradley,4,8.1
64,T63,T63,Bob Burns,6,8.1
65,T63,T63,Tom Byrum,11,8.1
66,T63,T63,Daniel Chopra,10,8.1
67,T63,T63,Michael Clark II,5,8.1
68,T63,T63,Ben Crane,9,8.1
69,T63,T63,Ken Duke,7,8.1
70,T63,T63,Ernie Els,9,8.1
71,T63,T63,Matt Gogel,11,8.1
72,T63,T83,Jay Haas,6,8.1
73,T63,T63,Jason Hartwick,1,8.1
74,T63,T63,Thongchai Jaidee,2,8.1
75,T63,T63,Per-Ulrik Johansson,6,8.1
76,T63,T63,Scott McCarron,9,8.1
77,T63,T63,Graeme McDowell,1,8.1
78,T63,T63,Bryce Molder,1,8.1
79,T63,T63,Ian Poulter,2,8.1
80,T63,T63,Kevin Stadler,3,8.1
81,T63,T63,Bob Tway,9,8.1
82,T63,T63,Casey Wittenberg,2,8.1
83,T84,T83,Michael Allen,7,8.0
84,T84,T83,Stuart Appleby,8,8.0
85,T84,T83,Aaron Baddeley,8,8.0
86,T84,T83,Craig Bowden,4,8.0
87,T84,T83,Danny Briggs,7,8.0
88,T84,T83,Ángel Cabrera,5,8.0
89,T84,T104,Chris DiMarco,9,8.0
90,T84,T83,Dan Forsman,6,8.0
91,T84,T83,Brent Geiberger,9,8.0
92,T84,T83,Bill Glasson,6,8.0
93,T84,T83,Ken Green,4,8.0
94,T84,T83,Mathias Grönberg,1,8.0
95,T84,T83,Scott Hoch,8,8.0
96,T84,T83,Richard Johnson,11,8.0
97,T84,T83,Bobby Kalinowski,1,8.0
98,T84,T83,Frank Lickliter II,8,8.0
99,T84,T83,David Ogrin,1,8.0
100,T84,T83,Deane Pappas,7,8.0
101,T84,T83,Craig Parry,7,8.0
102,T84,T83,John Rollins,11,8.0
103,T84,T83,Mike Weir,8,8.0
104,T105,T104,Arjun Atwal,7,7.9
105,T105,T104,Craig Barlow,7,7.9
106,T105,T104,Guy Boros,5,7.9
107,T105,T104,Desvonde Botes,1,7.9
108,T105,T104,Tim Clark,9,7.9
109,T105,T104,José Coceres,10,7.9
110,T105,T104,Harrison Frazar,10,7.9
111,T105,T104,Retief Goosen,8,7.9
112,T105,T104,Paul Goydos,2,7.9
113,T105,T104,Dudley Hart,5,7.9
114,T105,T104,J.P. Hayes,6,7.9
115,T105,T104,Tripp Isenhour,4,7.9
116,T105,T104,Jerry Kelly,11,7.9
117,T105,T104,Steve Lowery,7,7.9
118,T105,T104,Hunter Mahan,9,7.9
119,T105,T104,Len Mattiace,8,7.9
120,T105,T104,Blaine McCallister,1,7.9
121,T105,T104,Paul McGinley,3,7.9
122,T105,T104,José María Olazábal,9,7.9
123,T105,T104,Jesper Parnevik,9,7.9
124,T105,T104,Ted Purdy,7,7.9
125,T105,T104,Justin Rose,10,7.9
126,T105,T104,David Toms,9,7.9
127,T105,T104,Kirk Triplett,10,7.9
128,T105,T104,Stan Utley,5,7.9
129,T105,T104,Tjaart van der Walt,5,7.9
130,T131,T131,Paul Azinger,8,7.8
131,T131,T131,Notah Begay III,6,7.8
132,T131,T131,Thomas Bjørn,6,7.8
133,T131,T131,Phil Blackmar,2,7.8
134,T131,T131,Jay Don Blake,4,7.8
135,T131,T131,Erik Compton,1,7.8
136,T131,T131,Marco Dawson,6,7.8
137,T131,T131,Nick Faldo,3,7.8
138,T131,T131,Steve Flesch,7,7.8
139,T131,T131,David Frost,9,7.8
140,T131,T131,Fred Funk,10,7.8
141,T131,T131,Gary Hallberg,1,7.8
142,T131,T131,Todd Hamilton,8,7.8
143,T131,T131,Tim Herron,9,7.8
144,T131,T131,S.K. Ho,2,7.8
145,T131,T131,Brandt Jobe,10,7.8
146,T131,T131,Kent Jones,8,7.8
147,T131,T131,Skip Kendall,11,7.8
148,T131,T131,Matt Kuchar,6,7.8
149,T131,T131,Bernhard Langer,11,7.8
150,T131,T131,Paul Lawrie,2,7.8
151,T131,T131,James McLean,1,7.8
152,T131,T131,Mark O'Meara,7,7.8
153,T131,T131,Ryan Palmer,10,7.8
154,T131,T131,Rod Pampling,9,7.8
155,T131,T131,Dennis Paulson,9,7.8
156,T131,T131,Corey Pavin,10,7.8
157,T131,T131,Pat Perez,9,7.8
158,T131,T131,Tom Pernice Jr.,9,7.8
159,T131,T131,Brett Quigley,6,7.8
160,T131,T131,Scott Simpson,8,7.8
161,T131,T131,Vaughn Taylor,10,7.8
162,T131,T131,Scott Verplank,11,7.8
163,T164,T165,Pat Bates,8,7.7
164,T164,T165,Jason Bohn,11,7.7
165,T164,T165,Mark Brooks,3,7.7
166,T164,T165,Olin Browne,8,7.7
167,T164,T165,Bart Bryant,8,7.7
168,T164,T165,K.J. Choi,8,7.7
169,T164,T165,John Cook,8,7.7
170,T164,T165,Ben Curtis,6,7.7
171,T164,T131,John Daly,8,7.7
172,T164,T165,Robert Damron,11,7.7
173,T164,T165,Jason Dufner,8,7.7
174,T164,T165,David Duval,3,7.7
175,T164,T165,Jim Furyk,7,7.7
176,T164,T165,Ricardo Gonzalez,1,7.7
177,T164,T165,Brian Henninger,2,7.7
178,T164,T165,Trevor Immelman,5,7.7
179,T164,T165,Freddie Jacobson,9,7.7
180,T164,T165,Brian Kortan,4,7.7
181,T164,T165,Justin Leonard,8,7.7
182,T164,T165,David Morland IV,6,7.7
183,T164,T165,Kevin Na,7,7.7
184,T164,T165,Nick O'Hern,1,7.7
185,T164,T165,Arron Oberholser,7,7.7
186,T164,T165,Dan Olsen,4,7.7
187,T164,T165,Craig Perks,8,7.7
188,T164,T165,Tim Petrovic,8,7.7
189,T164,T165,Chris Riley,5,7.7
190,T164,T165,"Wes Short, Jr.",4,7.7
191,T164,T195,Vijay Singh,11,7.7
192,T164,T165,Kevin Sutherland,7,7.7
193,T164,T165,Hidemichi Tanaka,8,7.7
194,T164,T165,Camilo Villegas,5,7.7
195,T196,T195,Steve Allan,10,7.6
196,T196,T195,Brian Bateman,9,7.6
197,T196,T195,Cameron Beckman,9,7.6
198,T196,T195,Mark Calcavecchia,8,7.6
199,T196,T195,Tom Carter,8,7.6
200,T196,T195,Brandel Chamblee,2,7.6
201,T196,T195,Fred Couples,7,7.6
202,T196,T195,Luke Donald,9,7.6
203,T196,T195,Bob Estes,9,7.6
204,T196,T195,Nick Flanagan,1,7.6
205,T196,T195,Bill Haas,7,7.6
206,T196,T195,Donnie Hammond,6,7.6
207,T196,T195,Mike Heinen,8,7.6
208,T196,T195,J.J. Henry,10,7.6
209,T196,T195,John Huston,6,7.6
210,T196,T195,Zach Johnson,9,7.6
211,T196,T195,Joel Kribel,6,7.6
212,T196,T195,Neal Lancaster,8,7.6
213,T196,T195,Stephen Leaney,10,7.6
214,T196,T195,J.L. Lewis,10,7.6
215,T196,T195,Ryan Moore,1,7.6
216,T196,T195,John Morgan,4,7.6
217,T196,T195,Kevin Muncrief,3,7.6
218,T196,T195,Carl Paulson,2,7.6
219,T196,T195,Sven Struver,1,7.6
220,T196,T195,Mike Sullivan,1,7.6
221,T196,T195,Hal Sutton,5,7.6
222,T196,T195,Phil Tataurangi,1,7.6
223,T196,T195,Esteban Toledo,3,7.6
224,T196,T195,Brian Watts,3,7.6
225,T196,T195,Mark Wilson,11,7.6
226,T227,T227,Fulton Allem,1,7.5
227,T227,T227,Billy Andrade,12,7.5
228,T227,T227,Tommy Armour III,8,7.5
229,T227,T227,David Branshaw,6,7.5
230,T227,T227,Alex Cejka,6,7.5
231,T227,T227,Trevor Dodds,3,7.5
232,T227,T227,Robert Gamez,10,7.5
233,T227,T227,Mike Grob,5,7.5
234,T227,T227,Peter Jacobsen,8,7.5
235,T227,T227,Tom Lehman,11,7.5
236,T227,T227,Jeff Maggert,7,7.5
237,T227,T227,Kelly Mitchum,2,7.5
238,T227,T227,Kenny Perry,10,7.5
