,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,Ángel Cabrera,4,9.9
1,2,2,Matt Hendrix,1,9.8
2,T3,T3,"Jim Gallagher, Jr.",2,9.7
3,T3,T3,Scott Hend,11,9.7
4,T5,T5,Chris Couch,4,9.6
5,T5,T5,Hank Kuehne,15,9.6
6,T7,T7,Vijay Singh,23,9.5
7,T7,T7,Camilo Villegas,5,9.5
8,T9,T9,John Daly,17,9.3
9,T9,T9,Tag Ridings,8,9.3
10,T11,T11,Ernie Els,10,9.2
11,T11,T11,Ricardo Gonzalez,1,9.2
12,T11,T11,Bill Haas,7,9.2
13,T14,T14,Fred Couples,10,9.1
14,T14,T14,Chris Smith,18,9.1
15,T14,T14,Mike Standly,1,9.1
16,T17,T17,Lucas Glover,16,9.0
17,T17,T17,Davis Love III,14,9.0
18,T17,T17,Geoff Ogilvy,17,9.0
19,20,20,Tiger Woods,14,8.9
20,T21,T21,Steve Allan,16,8.8
21,T21,T21,Mike Heinen,9,8.8
22,T21,T21,Kenny Perry,15,8.8
23,T21,T21,Chris Stroud,1,8.8
24,T25,T25,Ricky Barnes,2,8.7
25,T25,T25,Harrison Frazar,16,8.7
26,T25,T25,Robin Freeman,1,8.7
27,T25,T25,Steve Friesen,1,8.7
28,T25,T25,Sergio Garcia,13,8.7
29,T25,T25,Charley Hoffman,1,8.7
30,T31,T31,J.J. Henry,20,8.6
31,T31,T31,James McLean,1,8.6
32,T31,T31,Brenden Pappas,20,8.6
33,T31,T31,Dennis Paulson,15,8.6
34,T35,T35,Edward Loar,1,8.5
35,T35,T35,"Wes Short, Jr.",4,8.5
36,T37,T37,Jonathan Byrd,15,8.4
37,T37,T37,Phil Mickelson,14,8.4
38,T39,T39,Marco Dawson,3,8.3
39,T39,T39,Retief Goosen,9,8.3
40,T39,T39,Phil Tataurangi,1,8.3
41,T42,T42,Rich Beem,11,8.2
42,T42,T42,Tom Carter,18,8.2
43,T42,T42,Tim Herron,14,8.2
44,T42,T42,Rod Pampling,19,8.2
45,T42,T42,Kevin Stadler,3,8.2
46,T47,T47,Stuart Appleby,13,8.1
47,T47,T47,Craig Barlow,14,8.1
48,T47,T47,Paul Casey,4,8.1
49,T47,T47,Kevin Durkin,2,8.1
50,T47,T47,Adam Scott,9,8.1
51,T52,T52,Kris Cox,9,8.0
52,T52,T52,Mathias Grönberg,10,8.0
53,T52,T52,Ryan Palmer,17,8.0
54,T52,T52,Rory Sabbatini,17,8.0
55,T56,T56,Daniel Chopra,19,7.9
56,T56,T56,Neal Lancaster,20,7.9
57,T56,T56,Adam Meyer,1,7.9
58,T56,T56,Dan Pohl,1,7.9
59,T56,T56,Andre Stolz,7,7.9
60,T56,T56,Roger Tambellini,11,7.9
61,T62,T62,Rich Barcelo,8,7.8
62,T62,T62,Brandt Jobe,5,7.8
63,T62,T62,Hunter Mahan,15,7.8
64,T65,T65,Darren Clarke,7,7.7
65,T65,T65,Peter Lonard,10,7.7
66,T65,T65,Kevin Muncrief,3,7.7
67,T65,T65,Dan Olsen,8,7.7
68,T65,T65,Brett Quigley,17,7.7
69,T65,T65,Vaughn Taylor,15,7.7
70,T71,T71,Robert Allenby,18,7.6
71,T71,T71,Scott McCarron,17,7.6
72,T71,T71,Jyoti Randhawa,1,7.6
73,T71,T71,John Senden,20,7.6
74,T71,T71,Paul Stankowski,7,7.6
75,T71,T71,Bo Van Pelt,19,7.6
76,T77,T77,Tommy Armour III,14,7.5
77,T77,T77,Woody Austin,17,7.5
78,T77,T77,Joel Kribel,6,7.5
79,T77,T77,Deane Pappas,14,7.5
80,T77,T77,Carl Pettersson,19,7.5
81,T77,T77,Justin Rose,15,7.5
82,T77,T77,Tim Thelen,1,7.5
83,T77,T77,Vance Veazey,1,7.5
84,T85,T85,Jonathan Kaye,14,7.4
85,T85,T85,Roland Thatcher,9,7.4
86,T87,T87,Jason Bohn,19,7.3
87,T87,T87,Carlos Franco,22,7.3
88,T89,T89,Mark Calcavecchia,14,7.2
89,T89,T89,Jason Dufner,11,7.2
90,T89,T89,Padraig Harrington,7,7.2
91,T89,T89,Pat Perez,17,7.2
92,T93,T93,Brad Adamonis,1,7.1
93,T93,T93,Briny Baird,19,7.1
94,T93,T93,Chad Campbell,19,7.1
95,T93,T93,Nick Gilliam,1,7.1
96,T97,T97,Phil Blackmar,1,7.0
97,T97,T97,Niclas Fasth,8,7.0
98,T97,T97,Brock Mackenzie,1,7.0
99,T97,T97,Joe Ogilvie,18,7.0
