,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
233,T229,T229,David Branshaw,11,7.5
234,T229,T229,Kris Cox,9,7.5
235,T229,T229,Jason Dufner,11,7.5
236,T229,T229,David Gossett,2,7.5
237,T229,T229,Mike Grob,5,7.5
238,T229,T229,Donnie Hammond,4,7.5
239,T229,T229,Mike Heinen,9,7.5
240,T229,T229,Scott Hend,11,7.5
241,T229,T229,Stephen Leaney,13,7.5
242,T229,T229,Tom Lehman,15,7.5
243,T229,T229,Peter Lonard,10,7.5
244,T229,T229,Kelly Mitchum,2,7.5
245,T229,T229,Peter Senior,2,7.5
246,T229,T229,Jeff Sluman,19,7.5
247,T229,T229,Brandt Snedeker,3,7.5
248,T229,T229,Paul Stankowski,7,7.5
249,T229,T229,Grant Waite,10,7.5
250,T229,T229,Matt Weibring,1,7.5
251,T229,T229,Garrett Willis,7,7.5
252,T253,T253,Brad Adamonis,1,7.4
253,T253,T253,Tommy Armour III,14,7.4
254,T253,T253,Phil Blackmar,1,7.4
255,T253,T253,Jeff Brehaut,17,7.4
256,T253,T253,D.J. Brigman,11,7.4
257,T253,T253,Chad Campbell,19,7.4
258,T253,T253,Tim Conley,1,7.4
259,T253,T253,Chris Couch,4,7.4
260,T253,T253,Ben Curtis,7,7.4
261,T253,T253,Joe Durant,16,7.4
262,T253,T253,Steve Elkington,11,7.4
263,T253,T253,Carlos Franco,22,7.4
264,T253,T253,Lucas Glover,16,7.4
265,T253,T253,Charles Howell III,17,7.4
266,T253,T253,Peter Jacobsen,6,7.4
267,T253,T253,Lee Janzen,16,7.4
268,T253,T253,Miguel Angel Jiménez,3,7.4
269,T253,T253,Brandt Jobe,5,7.4
270,T253,T253,Jonathan Kaye,14,7.4
271,T253,T253,Matt Kuchar,13,7.4
272,T253,T253,Barry Lane,2,7.4
273,T253,T253,Rocco Mediate,6,7.4
274,T253,T253,Shaun Micheel,15,7.4
275,T253,T253,Steve Pate,10,7.4
276,T253,T253,Roger Tambellini,11,7.4
277,T253,T253,Esteban Toledo,8,7.4
278,T253,T253,Tom Watson,1,7.4
279,T253,T253,Mark Wiebe,2,7.4
280,T281,T281,Robert Allenby,18,7.3
281,T281,T281,Rich Beem,11,7.3
282,T281,T281,David Edwards,9,7.3
283,T281,T281,Sergio Garcia,13,7.3
284,T281,T281,Joakim Haeggman,1,7.3
285,T281,T281,Brian Henninger,1,7.3
286,T281,T281,Glen Hnatiuk,4,7.3
287,T281,T281,Andrew McLardy,3,7.3
288,T281,T281,Gene Sauers,10,7.3
289,T281,T281,Joey Sindelar,18,7.3
290,T291,T291,Briny Baird,19,7.2
291,T291,T291,Brandel Chamblee,1,7.2
292,T291,T291,"Jim Gallagher, Jr.",2,7.2
293,T291,T291,Kelly Gibson,4,7.2
294,T291,T291,Nick Gilliam,1,7.2
295,T291,T291,David Ishii,1,7.2
296,T291,T291,Franklin Langham,1,7.2
297,T291,T291,Brock Mackenzie,1,7.2
298,T291,T291,Spike McRoy,12,7.2
299,T291,T291,Dicky Pride,9,7.2
300,T291,T291,Chez Reavie,1,7.2
301,T291,T291,David Sutherland,6,7.2
302,T291,T291,Lian-Wei Zhang,2,7.2
303,T304,T304,Jim Benepe,2,7.1
304,T304,T304,Trevor Dodds,4,7.1
305,T304,T304,Scott Drummond,2,7.1
306,T304,T304,Darren Fichardt,2,7.1
307,T304,T304,John Maginnes,2,7.1
308,T304,T304,Dan Pohl,1,7.1
309,T304,T304,John Senden,20,7.1
310,T304,T304,Chris Smith,18,7.1
311,T304,T304,Roland Thatcher,9,7.1
312,T313,T313,Hiroyuki Fujita,1,7.0
313,T313,T313,Richard Green,1,7.0
314,T313,T313,Billy Mayfair,20,7.0
315,T313,T313,Jack Nicklaus,1,7.0
316,T313,T313,Jean-Francois Remesy,1,7.0
317,T313,T313,Hideto Tanihara,3,7.0
318,T319,T319,Brad Bryant,3,6.9
319,T319,T319,Joel Edwards,5,6.9
320,T319,T319,Patrick Moore,2,6.9
321,T319,T319,Y.E. Yang,1,6.9
322,T323,T323,Keiichiro Fukabori,3,6.8
323,T323,T323,Brian Harman,1,6.8
324,T325,T325,Michael Campbell,1,6.7
325,T325,T325,Edward Loar,1,6.7
326,T325,T325,Casey Martin,1,6.7
327,T325,T325,Adam Meyer,1,6.7
328,T325,T325,Colin Montgomerie,2,6.7
329,T325,T325,Phillip Price,4,6.7
330,T325,T325,David Roesch,1,6.7
331,T332,T332,Shingo Katayama,1,6.5
332,T332,T332,Kenichi Kuboya,1,6.5
333,T332,T332,Greg Norman,1,6.5
334,T335,T335,Brad Lardon,5,6.4
335,T335,T335,Chris Stroud,1,6.4
336,337,337,Vance Veazey,1,6.0
337,338,338,Ian Leggatt,1,5.9
338,339,339,Matt Hendrix,1,5.7
339,340,340,Don Yrene,1,5.6
