,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Tim Wilkinson,1,9.2
1,2,2,Jim Rutledge,1,9.0
2,T3,T3,Charley Hoffman,1,8.9
3,T3,T3,Brett Rumford,1,8.9
4,5,5,Robin Freeman,1,8.8
5,T6,T6,Dirk Ayers,1,8.6
6,T6,T6,Pete Jordan,1,8.6
7,T6,T6,Mike Springer,4,8.6
8,T6,T6,Willie Wood,4,8.6
9,T10,T10,Steve Stricker,12,8.5
10,T10,T10,Boyd Summerhays,1,8.5
11,T12,T12,Doug Barron,1,8.4
12,T12,T12,Steve Friesen,1,8.4
13,T12,T12,Gabriel Hjertstedt,2,8.4
14,T12,T12,Wayne Levi,1,8.4
15,T12,T12,Jim McGovern,4,8.4
16,T12,T12,Larry Mize,6,8.4
17,T12,T12,Jyoti Randhawa,1,8.4
18,T19,T19,Stewart Cink,19,8.3
19,T19,T19,Darren Clarke,7,8.3
20,T19,T19,Marco Dawson,3,8.3
21,T19,T19,Brad Faxon,15,8.3
22,T19,T19,Brian Gay,16,8.3
23,T19,T19,David Howell,1,8.3
24,T19,T19,Thomas Levet,2,8.3
25,T19,T19,Joe Ogilvie,18,8.3
26,T19,T19,Tag Ridings,8,8.3
27,T19,T19,Tim Thelen,1,8.3
28,T19,T19,Lee Westwood,5,8.3
29,T19,T19,Dean Wilson,16,8.3
30,T19,T19,Tiger Woods,14,8.3
31,T32,T32,Paul Azinger,13,8.2
32,T32,T32,Aaron Barber,6,8.2
33,T32,T32,Rich Barcelo,8,8.2
34,T32,T32,Ricky Barnes,2,8.2
35,T32,T32,Michael Bradley,3,8.2
36,T32,T32,Jonathan Byrd,15,8.2
37,T32,T32,Jim Carter,5,8.2
38,T32,T32,Greg Chalmers,13,8.2
39,T32,T32,Kevin Durkin,2,8.2
40,T32,T32,Todd Fischer,18,8.2
41,T32,T32,Matt Gogel,15,8.2
42,T32,T32,Padraig Harrington,7,8.2
43,T32,T32,Mark Hensby,17,8.2
44,T32,T32,Hank Kuehne,15,8.2
45,T32,T32,Davis Love III,14,8.2
46,T32,T32,Shigeki Maruyama,19,8.2
47,T32,T32,Chris Nallen,1,8.2
48,T32,T32,Carl Pettersson,19,8.2
49,T32,T32,Nick Price,8,8.2
50,T32,T32,Chris Riley,12,8.2
51,T32,T32,John Rollins,14,8.2
52,T32,T32,Mike Small,1,8.2
53,T32,T32,Craig Stadler,4,8.2
54,T55,T55,Stuart Appleby,13,8.1
55,T55,T55,Tom Byrum,16,8.1
56,T55,T55,Paul Casey,4,8.1
57,T55,T55,Michael Clark II,5,8.1
58,T55,T55,José Coceres,13,8.1
59,T55,T55,Ben Crane,18,8.1
60,T55,T55,Harrison Frazar,16,8.1
61,T55,T55,Jason Hartwick,1,8.1
62,T55,T55,Thongchai Jaidee,2,8.1
63,T55,T55,Len Mattiace,12,8.1
64,T55,T55,Graeme McDowell,1,8.1
65,T55,T55,Bryce Molder,1,8.1
66,T55,T55,Geoff Ogilvy,17,8.1
67,T55,T55,Corey Pavin,16,8.1
68,T55,T55,Ian Poulter,2,8.1
69,T55,T55,Adam Scott,9,8.1
70,T55,T55,Kevin Stadler,3,8.1
71,T55,T55,Tommy Tolles,8,8.1
72,T55,T55,Bob Tway,15,8.1
73,T55,T55,Casey Wittenberg,2,8.1
74,T75,T75,Aaron Baddeley,16,8.0
75,T75,T75,Bob Burns,13,8.0
76,T75,T75,Glen Day,16,8.0
77,T75,T75,Chris DiMarco,19,8.0
78,T75,T75,Ken Duke,14,8.0
79,T75,T75,Ernie Els,10,8.0
80,T75,T75,Retief Goosen,9,8.0
81,T75,T75,Ken Green,4,8.0
82,T75,T75,Jay Haas,15,8.0
83,T75,T75,Todd Hamilton,15,8.0
84,T75,T75,Dudley Hart,7,8.0
85,T75,T75,J.P. Hayes,10,8.0
86,T75,T75,Scott Hoch,9,8.0
87,T75,T75,Bobby Kalinowski,1,8.0
88,T75,T75,Frank Lickliter II,17,8.0
89,T75,T75,Paul McGinley,2,8.0
90,T75,T75,John Morse,1,8.0
91,T75,T75,Mark O'Meara,9,8.0
92,T75,T75,David Ogrin,1,8.0
93,T75,T75,Brenden Pappas,20,8.0
94,T75,T75,Jesper Parnevik,18,8.0
95,T75,T75,Craig Parry,8,8.0
96,T75,T75,Loren Roberts,17,8.0
97,T75,T75,Rory Sabbatini,17,8.0
98,T75,T75,Patrick Sheehan,22,8.0
99,T75,T75,Bo Van Pelt,19,8.0
100,T75,T75,Mike Weir,13,8.0
101,T102,T102,Michael Allen,15,7.9
102,T102,T102,Stephen Ames,19,7.9
103,T102,T102,Arjun Atwal,12,7.9
104,T102,T102,Desvonde Botes,1,7.9
105,T102,T102,Craig Bowden,12,7.9
106,T102,T102,Ángel Cabrera,4,7.9
107,T102,T102,Alex Cejka,11,7.9
108,T102,T102,Daniel Chopra,19,7.9
109,T102,T102,Tim Clark,15,7.9
110,T102,T102,Russ Cochran,8,7.9
111,T102,T102,John Daly,17,7.9
112,T102,T102,Jay Delsing,10,7.9
113,T102,T102,Danny Ellis,13,7.9
114,T102,T102,Steve Flesch,19,7.9
115,T102,T102,Bill Glasson,7,7.9
116,T102,T102,Paul Goydos,2,7.9
117,T102,T102,Per-Ulrik Johansson,5,7.9
118,T102,T102,Zach Johnson,22,7.9
119,T102,T102,Richard Johnson,18,7.9
120,T102,T102,Skip Kendall,17,7.9
121,T102,T102,Brian Kortan,7,7.9
122,T102,T102,Scott McCarron,17,7.9
123,T102,T102,José María Olazábal,9,7.9
124,T102,T102,Deane Pappas,14,7.9
125,T102,T102,Tim Petrovic,20,7.9
126,T102,T102,Scott Simpson,9,7.9
127,T102,T102,Tjaart van der Walt,5,7.9
128,T102,T102,Scott Verplank,18,7.9
129,T130,T130,Craig Barlow,14,7.8
130,T130,T130,Thomas Bjørn,6,7.8
131,T130,T130,Jay Don Blake,4,7.8
132,T130,T130,Erik Compton,1,7.8
133,T130,T130,Robert Damron,17,7.8
134,T130,T130,Bob Estes,11,7.8
135,T130,T130,Niclas Fasth,8,7.8
136,T130,T130,Dan Forsman,10,7.8
137,T130,T130,Pierre Fulke,1,7.8
138,T130,T130,Brent Geiberger,17,7.8
139,T130,T130,Tim Herron,14,7.8
140,T130,T130,S.K. Ho,2,7.8
141,T130,T130,Freddie Jacobson,15,7.8
142,T130,T130,Jerry Kelly,23,7.8
143,T130,T130,Cliff Kresge,9,7.8
144,T130,T130,Bernhard Langer,11,7.8
145,T130,T130,Steve Lowery,15,7.8
146,T130,T130,Jeff Maggert,9,7.8
147,T130,T130,Hunter Mahan,15,7.8
148,T130,T130,James McLean,1,7.8
149,T130,T130,David Morland IV,8,7.8
150,T130,T130,Kevin Na,17,7.8
151,T130,T130,Arron Oberholser,14,7.8
152,T130,T130,Ryan Palmer,17,7.8
153,T130,T130,Rod Pampling,19,7.8
154,T130,T130,David Peoples,15,7.8
155,T130,T130,Tom Pernice Jr.,19,7.8
156,T130,T130,Justin Rose,15,7.8
157,T130,T130,Mike Standly,1,7.8
158,T130,T130,David Toms,12,7.8
159,T130,T130,Kirk Triplett,16,7.8
160,T161,T161,Brian Bateman,17,7.7
161,T161,T161,Notah Begay III,11,7.7
162,T161,T161,Jason Bohn,19,7.7
163,T161,T161,Guy Boros,8,7.7
164,T161,T161,Danny Briggs,14,7.7
165,T161,T161,Mark Brooks,5,7.7
166,T161,T161,Olin Browne,14,7.7
167,T161,T161,K.J. Choi,14,7.7
168,T161,T161,John Cook,8,7.7
169,T161,T161,David Duval,3,7.7
170,T161,T161,David Frost,13,7.7
171,T161,T161,Fred Funk,18,7.7
172,T161,T161,Jim Furyk,7,7.7
173,T161,T161,Robert Gamez,19,7.7
174,T161,T161,Ricardo Gonzalez,1,7.7
175,T161,T161,Mathias Grönberg,10,7.7
176,T161,T161,J.J. Henry,20,7.7
177,T161,T161,John Huston,9,7.7
178,T161,T161,Trevor Immelman,5,7.7
179,T161,T161,Tripp Isenhour,7,7.7
180,T161,T161,Kent Jones,17,7.7
181,T161,T161,Neal Lancaster,20,7.7
182,T161,T161,Justin Leonard,16,7.7
183,T161,T161,J.L. Lewis,20,7.7
184,T161,T161,Blaine McCallister,6,7.7
185,T161,T161,Phil Mickelson,14,7.7
186,T161,T161,Hirofumi Miyase,5,7.7
187,T161,T161,Nick O'Hern,1,7.7
188,T161,T161,Dan Olsen,8,7.7
189,T161,T161,Dennis Paulson,15,7.7
190,T161,T161,Ted Purdy,22,7.7
191,T161,T161,Brett Quigley,17,7.7
192,T161,T161,"Wes Short, Jr.",4,7.7
193,T161,T161,Vijay Singh,23,7.7
194,T161,T161,Kevin Sutherland,14,7.7
195,T161,T161,Stan Utley,3,7.7
196,T161,T161,Camilo Villegas,5,7.7
197,T161,T161,Duffy Waldorf,13,7.7
198,T161,T161,Jay Williamson,16,7.7
199,T200,T200,Cameron Beckman,19,7.6
200,T200,T200,Bart Bryant,12,7.6
201,T200,T200,Mark Calcavecchia,14,7.6
202,T200,T200,Tom Carter,18,7.6
203,T200,T200,Fred Couples,10,7.6
204,T200,T200,Luke Donald,14,7.6
205,T200,T200,Nick Faldo,2,7.6
206,T200,T200,Nick Flanagan,1,7.6
207,T200,T200,Bill Haas,7,7.6
208,T200,T200,Joel Kribel,6,7.6
209,T200,T200,Ryan Moore,1,7.6
210,T200,T200,John Morgan,4,7.6
211,T200,T200,Kevin Muncrief,3,7.6
212,T200,T200,Carl Paulson,2,7.6
213,T200,T200,Pat Perez,17,7.6
214,T200,T200,Craig Perks,10,7.6
215,T200,T200,Kenny Perry,15,7.6
216,T200,T200,John Riegger,10,7.6
217,T200,T200,Heath Slocum,14,7.6
218,T200,T200,Andre Stolz,7,7.6
219,T200,T200,Sven Struver,1,7.6
220,T200,T200,Mike Sullivan,1,7.6
221,T200,T200,Hal Sutton,5,7.6
222,T200,T200,Hidemichi Tanaka,16,7.6
223,T200,T200,Phil Tataurangi,1,7.6
224,T200,T200,Vaughn Taylor,15,7.6
225,T200,T200,Omar Uresti,14,7.6
226,T200,T200,Brian Watts,3,7.6
227,T200,T200,Mark Wilson,12,7.6
228,T229,T229,Steve Allan,16,7.5
229,T229,T229,Fulton Allem,1,7.5
230,T229,T229,Billy Andrade,20,7.5
231,T229,T229,Woody Austin,17,7.5
232,T229,T229,Pat Bates,16,7.5
