,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,1,1,Jim Carter,1,9.3
1,2,2,Lee Westwood,2,9.1
2,T3,T3,Jim Rutledge,1,9.0
3,T3,T3,"Dave Stockton, Jr.",1,9.0
4,T5,T5,Rich Barcelo,1,8.9
5,T5,T5,Charley Hoffman,1,8.9
6,T5,T5,Brett Rumford,1,8.9
7,T5,T5,Willie Wood,3,8.9
8,T9,T9,Brad Faxon,2,8.8
9,T9,T9,Joe Ogilvie,2,8.8
10,T11,T11,Jonathan Byrd,3,8.7
11,T11,T11,Heath Slocum,1,8.7
12,T13,T13,Dirk Ayers,1,8.6
13,T13,T13,Todd Fischer,2,8.6
14,T13,T13,Dudley Hart,2,8.6
15,T13,T13,Pete Jordan,1,8.6
16,T13,T13,Len Mattiace,2,8.6
17,T18,T18,Bart Bryant,2,8.5
18,T18,T18,Paul Casey,3,8.5
19,T18,T18,Glen Day,2,8.5
20,T18,T18,Dan Forsman,1,8.5
21,T18,T18,Brent Geiberger,3,8.5
22,T18,T18,Hank Kuehne,2,8.5
23,T18,T18,Jim McGovern,2,8.5
24,T18,T18,Nick Price,1,8.5
25,T18,T18,Dean Wilson,3,8.5
26,T27,T27,Doug Barron,1,8.4
27,T27,T27,Danny Ellis,3,8.4
28,T27,T27,Steve Friesen,1,8.4
29,T27,T27,Mark Hensby,3,8.4
30,T27,T27,Gabriel Hjertstedt,2,8.4
31,T27,T27,Kent Jones,4,8.4
32,T27,T27,Wayne Levi,1,8.4
33,T27,T27,Peter Lonard,1,8.4
34,T27,T27,Carl Pettersson,5,8.4
35,T27,T27,Jyoti Randhawa,1,8.4
36,T27,T27,Tag Ridings,4,8.4
37,T27,T27,Craig Stadler,3,8.4
38,T27,T27,Tim Wilkinson,2,8.4
39,T40,T40,Aaron Baddeley,2,8.3
40,T40,T40,Danny Briggs,2,8.3
41,T40,T40,Ángel Cabrera,2,8.3
42,T40,T40,David Howell,1,8.3
43,T40,T40,John Huston,2,8.3
44,T40,T40,Thomas Levet,2,8.3
45,T40,T40,Patrick Sheehan,3,8.3
46,T40,T40,Tim Thelen,1,8.3
47,T40,T40,Tjaart van der Walt,1,8.3
48,T40,T40,Tiger Woods,3,8.3
49,T50,T50,Michael Allen,2,8.2
50,T50,T50,Stuart Appleby,4,8.2
51,T50,T50,Craig Barlow,2,8.2
52,T50,T50,Tom Byrum,4,8.2
53,T50,T50,Daniel Chopra,3,8.2
54,T50,T50,Tim Clark,4,8.2
55,T50,T50,Chris DiMarco,3,8.2
56,T50,T50,Kevin Durkin,2,8.2
57,T50,T50,Brian Gay,3,8.2
58,T50,T50,Matt Gogel,4,8.2
59,T50,T50,Retief Goosen,3,8.2
60,T50,T50,Mike Heinen,3,8.2
61,T50,T50,J.J. Henry,2,8.2
62,T50,T50,Tripp Isenhour,1,8.2
63,T50,T50,David Morland IV,1,8.2
